,,,,,,,
ISO 9001:2015 CERTIFIED,,,,,,,
CUSTOMS AND BORDER CONTROL DEPARTMENT,,,,,,,
MODEL,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) 
ALFA ROMEO,,,,,,,
,,,,,,,
Outlander-CW5WXTSHZR,2400,S/WAGON,4WD,,Petrol,,"4,688,000"
Outlander-CW5WXTSHZR LEATHER SEAT,2400,S/WAGON,4WD,,Petrol,,"4,831,400"
Outlander-GF3WXTMGZR,2400,S/WAGON,2WD,,Petrol,,"6,090,000"
Outlander-GK2WXTMHR CVT,2000,S/WAGON,2WD,,Petrol,,"4,350,000"
Outlander-GK2WXTHHR CVT,2000,S/WAGON,2WD,,Petrol,,"4,872,000"
Outlander-GF7W,2000,S/WAGON,2WD,,Petrol,,"4,255,262"
 OUTLANDER CVT GF8W,2359,S/WAGON,4WD,,PETROL,," 5,457,853 "
OutLander GG2W -  HYBRID,2000,S/WAGON,4WD,,Petrol,,"5,973,828"
 OUTLANDER HYBRID CVT GG3W,2359,S/WAGON,4WD,,PETROL,," 6,929,640 "
Pajero/Shogun Mini,650,S/WAGON,4WD,,Petrol,,"938,325"
Pajero/Shogun - V31WNHERK A/C,2350,S/WAGON,4WD,,Petrol,,"3,196,960"
Pajero/Shogun - V31WNHERK CKD,2350,S/WAGON,4WD,,Petrol,,"3,140,700"
Pajero/Shogun - V31VNDRK1 A/C,2400,S/WAGON,4WD,,Petrol,,"2,861,720"
Pajero/Shogun - V36WHNRK,2800,S/WAGON,4WD,,Diesel,,"3,195,800"
Pajero/Shogun - V44W,2476,S/WAGON,4WD,,Petrol,,"3,951,120"
Pajero/Shogun - V46W/V26,2835,S/WAGON,4WD,,Petrol,,"4,524,000"
Pajero/Shogun - V46W/V26,2835,S/WAGON,4WD,,Diesel,,"4,901,302"
Pajero/Shogun - V55W,3500,S/WAGON,4WD,,Petrol,,"6,442,572"
Pajero/Shogun - V73WLRXVR,2972,S/WAGON,4WD,,Diesel,,"5,781,022"
Pajero/Shogun - V73WLNHVR OPT D54,2972,S/WAGON,4WD,,Petrol,,"5,781,022"
Pajero/Shogun - V75W,3500,S/WAGON,4WD,,Petrol,,"6,817,836"
Pajero/Shogun- V76WLNDFR,2835,S/WAGON,4WD,,Diesel,,"4,474,009"
Pajero/Shogun - V78WLYXFQR,3200,S/WAGON,4WD,,Diesel,,"6,095,208"
Pajero/Shogun - V83W,2970,S/WAGON,4WD,,Diesel,,"7,239,279"
Pajero/Shogun - V83W,2970,S/WAGON,4WD,,Petrol,,"6,195,000"
Pajero/Shogun-V88W,3200,S/WAGON,4WD,,Diesel,,"7,138,523"
Pajero/Shogun - V93WLRXVQR MPI GLS,3000,S/WAGON,4WD,,Diesel,,"8,043,162"
Pajero/Shogun - V93WLRXVQR MPI GLS,3000,S/WAGON,4WD,,Petrol,,"7,888,000"
Pajero/Shogun - V96WLNHFR GLS,2800,S/WAGON,4WD,,Diesel,,"8,726,830"
Pajero/Shogun - V96WLNXFR GLX,2800,S/WAGON,4WD,,Diesel,,"6,999,059"
Pajero/Shogun - V96WLRXFR GLS,2800,S/WAGON,4WD,,Diesel,,"8,607,431"
Pajero/Shogun - V96WLNDFR GL,2800,S/WAGON,4WD,9,Diesel,,"6,685,878"
Pajero/Shogun - V97 3.8 V6,3800,S/WAGON,4WD,9,Diesel,,"10,654,754"
Pajero/Shogun - V97 3.8 V6,3800,S/WAGON,4WD,,Petrol,,"8,523,803"
Pajero/Shogun - V98WLYHZQR,3200,S/WAGON,4WD,,Diesel,,"8,648,000"
Pajero/Shogun - V98WLYXZSR DI DC GLS AUTO,3200,S/WAGON,4WD,,Diesel,,"8,642,000"
Pajero/Shogun IO 1.8,1830,S/WAGON,4WD,,Petrol,,"2,308,110"
Pajero/Shogun IO 2.0,2000,S/WAGON,4WD,,Petrol,,"2,501,408"
Pajero/Shogun sport K94W,2500,S/WAGON,4WD,,Petrol,,"4,525,160"
Pajero/Shogun sport KH4WGNMZR GL,2500,S/WAGON,4WD,,Diesel,,"4,814,000"
Pajero/Shogun sport KH4WGRPZR GLX,2500,S/WAGON,4WD,5,Diesel,,"5,104,000"
Pajero/Shogun sport KH4WGRPZR GLX,2500,S/WAGON,4WD,7,Diesel,,"5,452,000"
Rosa BE637JRMSH,3200,BUS,2WD,,Diesel,,"3,750,000"
Rosa Bus BE637JRSH,3567,BUS,2WD,,Diesel,,"3,475,000"
Rosa Bus BE637JRMSH,4214,BUS,2WD,,Diesel,,"4,400,000"
RVR/ASX SE,2000,S/WAGON,2WD,,Petrol,,"3,885,000"
ASX-GA2WXTSHR,2000,S/WAGON,2WD,,Petrol,,"4,524,000"
RVR/ASX SE,2000,S/WAGON,4WD,,Petrol,,"4,400,000"
RVR/ASX,2350,S/WAGON,2WD,,PETROL,," 4,103,500 "
RVR/ASX SE,2400,S/WAGON,4WD,,Petrol,,"4,550,000"
RVR/ASX GT,2400,S/WAGON,4WD,,Petrol,,"4,800,000"
RVR OPEN GEAR N23W,2350,S/WAGON,4WD,,PETROL,," 4,661,129 "
RVR SPORTS GEAR N74WG,2350,S/WAGON,4WD,,PETROL,," 4,253,882 "
 RVR GA4W,1798,S/WAGON,2WD,,PETROL,," 3,896,081 "
RVR GA4W,1798,S/WAGON,4WD,,PETROL,," 4,333,865 "
RVR GA3W,1798,S/WAGON,2WD,,PETROL,," 3,304,256 "
RVR N61,1834,S/WAGON,2WD,,PETROL,," 3,257,978 "
RVR SPORTS GEAR N64WG,2350,S/WAGON,4WD,,PETROL,," 4,775,899 "
RVR N71W,1834,S/WAGON,4WD,,PETROL,," 3,692,992 "
NISSAN,,,,,,,
,,,,,,,
Atlas,3200,TRK,,,Diesel,,"2,750,000"
Advan,1300,S/WAGON,2WD,,Petrol,,"1,941,000"
Advan,1490,S/WAGON,2WD,,Petrol,,"2,340,000"
Advan,1600,S/WAGON,2WD,,Petrol,,"2,635,000"
Advan,1760,S/WAGON,2WD,,Petrol,,"2,964,375"
Almera MedSpecs Manual,1500,SALOON,2WD,,Petrol,,"2,675,000"
Almera HighSpecs Auto,1500,SALOON,2WD,,Petrol,,"2,630,000"
Avenir,1998,S/WAGON,2WD,,Petrol,,"3,294,500"
Sunny B14/16,1330,SALOON,2WD,,Petrol,,"1,471,500"
Sunny B14,1490,SALOON,2WD,,Petrol,,"1,525,500"
Sunny B15/16,1600,SALOON,2WD,,Petrol,,"1,782,000"
Bluebird,1800,SALOON,2WD,,Petrol,,"1,960,200"
Bluebird Sylphy,1500,SALOON,2WD,,Petrol,,"2,311,750"
Bluebird Sylphy,1800,SALOON,2WD,,Petrol,,"2,774,100"
Cabstar,2488,TRK,2WD,,Petrol,,"2,138,125"
CARAVAN/URVAN QD32,3150,Van,2WD,,Diesel,,"3,176,276"
CARAVAN/URVAN QE25,2380,Van,2WD,,Diesel,,"4,105,500"
CARAVAN/URVAN WE25,2950,Van,2WD,,Diesel,,"5,088,750"
CARAVAN/URVAN E26/NV350 DX PANEL VAN,2500,Van,2WD,,Diesel,,"4,640,000"
CARAVAN/URVAN E26/NV350 DX SUPERLONG,2500,Van,2WD,15,Diesel,,"5,096,000"
CARAVAN/URVAN E26/NV350 DX WIDE BODY,2500,Van,2WD,16,Diesel,,"5,200,000"
CARAVAN/URVAN E26/NV350 DX STD ROOF,2500,Van,2WD,,Diesel,,"4,640,000"
CARAVAN/URVAN E26/NV350 DX STD ROOF,2500,Van,4WD,,Diesel,,"5,104,000"
CARAVAN/URVAN E26/NV350 ,2000,Van,2WD,,Petrol,,"3,932,352"
CARAVAN/URVAN E26/NV350 SUPER LONG BODY,2500,Van,2WD,,Petrol,,"4,586,400"
CARAVAN LB NR,2000,Van,2WD,,Petrol,,"4,217,032"
CARAVAN LB NR,2500,Van,4WD,,Diesel,,"5,777,932"
Caravan E24,2000,Van,2WD,,Petrol,,"3,450,000"
Civilian Bus 5MT,4200,M/BUS,2WD,30,Diesel, ,"10,105,000"
Cefiro/Laurel,2000,SALOON,2WD,,Petrol,,"2,487,515"
CLIPPER NT100  2WD,660,VAN,2WD,,Petrol,,"1,561,270"
CLIPPER NT100 4WD,660,VAN,4WD,,Petrol,,"1,808,698"
Cube,1380,Van,2WD,,Petrol,,"1,835,400"
Datsun,1197,PU,2WD,,Petrol,1.3T,"990,000"
DUALIS/QASHQAI 6MT QR-119 5SEATER,2000,S/WAGON,4WD,,Petrol,,"3,600,000"
DUALIS/QASHQAI 5CVT QR-117 5SEATER,2000,S/WAGON,4WD,,Petrol,,"4,400,000"
DUALIS/QASHQAI 6CVT QR-711 7SEATER,2000,S/WAGON,4WD,,Petrol,,"4,175,000"
DUALIS/QASHQAI 6CVT QR-711 7SEATER,2000,S/WAGON,4WD,,Diesel,,"3,949,271"
DUALIS/QASHQAI 6CVT QR-711 7SEATER,1600,S/WAGON,4WD,,Diesel,,"3,004,417"
Elgrand,2500,S/WAGON,2WD,,Diesel,,"3,213,000"
Expert AD,1500,Van,2WD,,Petrol,,"2,598,000"
Expert,1800,S/WAGON,2WD,,Petrol,,"2,968,018"
Fairlady Z Coupe Manual v6,3700,COUPE,2WD,,Petrol,,"6,339,009"
Fairlady Z Coupe Auto v6,3700,COUPE,2WD,,Petrol,,"6,465,841"
Fairlady Z Roadster Manual v6,3700,COUPE,2WD,,Petrol,,"7,353,856"
Fairlady Z Roadster Auto v6,3700,COUPE,2WD,,Petrol,,"8,114,642"
Fuga 350GT,3490,SALOON,2WD,,Petrol,,"5,821,121"
Fuga VQ37V,3700,SALOON,2WD,,Petrol,,"6,153,756"
Fuga VQ37V,3700,SALOON,4WD,,Petrol,,"6,469,874"
Fuga Y50,2500,SALOON,2WD,,Petrol,,"5,290,997"
Hardbody J05/J21,2000,SCAB,2WD,,Petrol,2.6T,"1,495,000"
Hardbody J21 NML(4X2)-Manual,2400,SCAB,2WD,,Petrol,2.6T,"1,825,000"
Hardbody J22/J20,2400,SCAB,2WD,,Petrol,2.4T,"1,995,000"
HARDBODY J21,2400,SCAB,2WD,,Diesel,,"1,625,000"
Hardbody J23/J25,2400,SCAB,2WD,,Petrol, ,"2,100,000"
Hardbody J24/J28,2400,DCAB,2WD,,Petrol, ,"2,450,000"
Hardbody J26/J29,2400,DCAB,2WD,,Petrol,2.4T,"2,750,000"
Hard body 4x4 J86/X14,2500,DCAB,4WD,,Diesel, ,"3,951,375"
"Hard body 4x4 J86/X38 WITH A/C,ABS,ABGS",2500,DCAB,4WD,,Diesel, ,"3,886,000"
Hardbody 4x2 AR001,2500,SCAB,2WD,,Diesel,,"2,450,000"
Hardbody 4x4 AR002,2500,DCAB,4WD,,Diesel,,"2,895,000"
Hardbody 4x2 AR003,2500,DCAB,2WD,,Diesel,,"3,745,000"
Hardbody 4x4 AR004,2500,DCAB,4WD,,Diesel,,"3,770,000"
Hardbody 4x4 AR005,2500,DCAB,4WD,,Diesel,,"3,895,000"
Hardbody 4x4 AR006 TDI,2500,DCAB,4WD,,Diesel,,"3,985,000"
Hardbody J44(4x2),2700,DCAB,2WD,,Diesel,2.7T,"2,627,245"
Hardbody J46(4X2)-Manual,2700,SCAB,4x2,,Diesel,3T,"1,975,000"
Hard body 4x2 X56/X09,2700,SCAB,4x2,,Diesel, ,"2,032,600"
Hard body 4x2 X56/X09 WITH A/C,2700,SCAB,4x2,,Diesel, ,"2,650,000"
Hard body 4x2 X40/X34,2700,DCAB,4x2,,Diesel, ,"3,204,697"
Hardbody J43/J48,3000,SCAB,2WD,,Diesel, ,"2,475,000"
Hardbody J43 Highrider,3000,SCAB,2WD,,Diesel, ,"2,475,000"
Hardbody J45,3000,DCAB,2WD,,Diesel, ,"3,006,435"
Hard body J85 (Luxury),3000,DCAB,4WD,,Diesel, ,"3,228,532"
Hard body J85 (Luxury) NML,3000,DCAB,4WD,,Diesel, ,"3,878,572"
Hard body J86 TD 4X4,3000,DCAB,4WD,,Diesel, ,"4,176,507"
"Hardbody J81 + A/C + 16"" wheels NML-(4x4)-Manual",3200,SCAB,4WD,,Diesel,2.5T,"2,583,909"
Hard body 4x4 X82/X33,3200,SCAB,4WD,,Diesel, ,"3,016,186"
Hardbody J83,3200,DCAB,4WD,,Diesel,,"3,228,532"
"Hardbody J84 + 16"" wheels NML(4X4)",3200,DCAB,4WD,,Diesel,2.5T,"3,347,706"
"Hard body J84 + A/c + 16"" wheels NML(4x4)-Manual",3200,DCAB,4WD,,Diesel, ,"3,456,046"
Hard body J84 + A/c 4*4,3200,DCAB,4WD,,Diesel, ,"3,347,706"
Hard body 4x4 X65,3200,DCAB,4WD,,Diesel, ,"3,581,720"
Hard body 4x4 X83/X12,3200,DCAB,4WD,,Diesel, ,"3,992,329"
"Hard body 4x4 X83/X37 WITH A/C,ABS,ABGS",3200,DCAB,4WD,,Diesel, ,"3,757,231"
Hardbody J66/J70 (Luxury)/,3300,DCAB,4WD,,Petrol, ,"3,196,030"
Hardbody YD 2.5 NP300 ,2500,S/CAB,2WD,,Diesel,,"2,900,000"
Hardbody YD 2.5 NP300 ,2500,S/CAB,4WD,,Diesel,,"3,900,000"
Hardbody YD 2.5 NP300 ,2500,DCAB,4WD,,Diesel,,"4,000,000"
Highrider,2700,PU,2WD,,Diesel,,"1,600,000"
INFINITI 350GT,3490,SALOON,2WD,,Petrol,,"5,821,121"
INFINITI VQ37V,3700,SALOON,2WD,,Petrol,,"6,153,756"
INFINITI VQ37V,3700,SALOON,4WD,,Petrol,,"6,469,874"
INFINITI QX80,5600,S/WAGON,4WD,8,Petrol,,"16,184,338"
JUKE,1500,S/WAGON,2WD,,Petrol,,"3,151,665"
JUKE,1600,S/WAGON,2WD,,Petrol,,"4,140,977"
JUKE,1600,S/WAGON,4WD,,Petrol,,"4,423,638"
LEAF,,S/WAGON,,,Electric,,"4,810,550"
LIBERTY/LAFESTA,1998,S/WAGON,2WD,,Petrol,,"2,350,000"
MARCH/micra/MT,990,S/WAGON,2WD,,Petrol,,"1,219,450"
Maxima,2000,SALOON,2WD,,Petrol,,"2,167,164"
Mini bus E24 P,2400,BUS,2WD,,Petrol,,"3,225,000"
Mini bus E24 D,2700,BUS,2WD,,Diesel,,"3,450,000"
MISTRAL,2400,S/WAGON,4WD,,Petrol,,"3,880,000"
MISTRAL,2700,S/WAGON,4WD,,Petrol,,"3,995,000"
MURANO Z50,2500,S/WAGON,2WD,,Petrol,,"4,125,000"
NISSAN MURANO Z51,2488,S/WAGON,2WD,,PETROL,," 5,500,614 "
NISSAN MURANO Z51,2488,S/WAGON,4WD,,PETROL,," 5,831,039 "
MURANO Z50,3500,S/WAGON,2WD,,Petrol,,"6,256,635"
MURANO Z50,3500,S/WAGON,2WD,,Diesel,,"5,573,935"
MURANO 4X4 MCVT Z51,3500,S/WAGON,4WD,,Petrol,,"9,642,260"
NISSAN MURANO Z51 CVT,3498,S/WAGON,4WD,,PETROL,," 9,171,111 "
MURANO 4X4 MCVT Z51,3500,S/WAGON,4WD,,Petrol,,"9,642,260"
NAVARA D/CAB 2WD 2.5 Mid 7a/t se,2500,DCAB,2WD,,Diesel,,"4,750,000"
NAVARA D/CAB 4WD 2.5 HIGH 6M/t Le,2500,DCAB,2WD,,Diesel,,"5,995,000"
NAVARA/D/CAB 4WD 2.5 HIGH 7A/t Le,2500,DCAB,2WD,,Diesel,,"6,450,000"
Navara  4x4 D/cab LE-5A/T WIDE,2500,DCAB,4x4,,Diesel,,"7,240,077"
Navara  4x4 D/cab SE-6M/T STD,2500,DCAB,4x4,,Diesel,,"5,864,090"
Navara  4x4 D/cab LE HIGH 6M/T ,2500,DCAB,4x4,,Diesel,,"6,450,000"
Navara  4x4 D/cab LE-5M/T GL,2500,DCAB,4x4,,Diesel,,"7,250,077"
Navara  4x4 D/cab LE-5A/T WIDE,2500,DCAB,4x4,,Diesel,,"7,240,077"
Navara  4x4 D/cab SE-MID 7A/T ,2500,DCAB,4x4,,Diesel,,"5,995,000"
Navara  4x4 D/cab LE-5A/T WIDE,2500,DCAB,4x4,,Diesel,,"7,240,077"
NOTE,1500,HATCHBACK,2WD,,Petrol,,"1,900,000"
NP200 3/4 TON 4X2,1600,SCAB,4x2,,Petrol,,"2,200,000"
Pathfinder R51C 6M/T SE,2500,S/WAGON,4*4,,Diesel,,"9,449,914"
Pathfinder R51C 5A/T LE,2500,S/WAGON,4*4,,Diesel,,"11,503,650"
Patrol Y61 3.0 GL ZD30-5MT-GL,3000,S/WAGON,4WD,7,Diesel,,"7,250,000"
Patrol Y61 3.0 STD ZD30- 10 SEATS 5M/T STD,3000,S/WAGON,4WD,10,Diesel,,"7,150,000"
Patrol GRX(Auto) Y61 ZD30-  7 SEATS 4A/T ,3000,S/WAGON,4WD,7,Diesel, ,"8,650,000"
Patrol STD Y61(project vehicle),3000,S/WAGON,4WD,,Diesel,,"7,204,610"
Patrol STD Y61(project vehicle),4200,S/WAGON,4WD,10,Diesel, ,"7,529,630"
Patrol Y61 4.2 GL,4200,S/WAGON,4WD,,Diesel,,"9,384,953"
Patrol Y61 4.2L SGL,4200,S/WAGON,4WD,,Diesel,,"11,347,261"
Patrol GRX(Auto) Y61,4800,S/WAGON,4WD,,Petrol, ,"12,342,635"
"Patrol PICK UP (UY61) SGL, 5MT",4200,SCAB,4WD,,Diesel,,"7,526,732"
"Patrol PICK UP (UY61) + A/C + SAFETY, 5MT STD game viewer",4200,SCAB,4WD,,Diesel,,"7,416,000"
"Patrol PICK UP (UY61) + A/C + SAFETY, 5MT STD",4200,SCAB,4WD,,Diesel,,"6,155,000"
Patrol Y62 LE+8 Seats 7AT,5600,S/WAGON,4WD,8,Petrol,,"12,400,000"
Patrol Y62 LE SPEC B,5600,S/WAGON,4WD,,Petrol,,"14,950,920"
Patrol Y62 Ti,5600,S/WAGON,4WD,,Petrol,,"13,901,390"
Patrol Y62 Ti-l,5600,S/WAGON,4WD,,Petrol,,"16,754,249"
Patrol UY61+A/C+S/Fuel Tank,4200,PU,4WD,,Diesel,,"5,292,409"
Pino/Otto,650,VAN,2WD,,Petrol,,"964,048"
NIX/mocco,660,S/WAGON,4WD,,Petrol,,"1,963,680"
Prairie,1997,S/WAGON,2WD,,Petrol,,"2,995,000"
PRESEA,1490,S/WAGON,2WD,,Petrol,,"1,525,500"
PRESAGE,2480,S/WAGON,2WD,,Petrol,,"3,213,000"
Primera,1830,SALOON,2WD,,Petrol,,"2,395,800"
Primera,2000,SALOON,2WD,,Petrol,,"2,618,360"
Primera,1497,SALOON,2WD,,Petrol,,"2,145,000"
Primera,2000,S/WAGON,2WD,,Petrol,,"2,856,700"
Primemaster,2000,VAN,2WD,,Petrol,,"2,904,000"
Qashqai Accenta CVT,1200,HATCHBACK,2WD,,Petrol,,"4,550,000"
Qashqai MR20DE Accenta 6MT,1997,HATCHBACK,2WD,,Petrol,,"5,605,969"
Qashqai MR20DE Accenta CVT,1997,HATCHBACK,2WD,,Petrol,,"6,177,954"
Qashqai MR20DE Accenta CVT,1997,HATCHBACK,AWD,,Petrol,,"6,527,696"
Sunny N16 1300 FE,1295,SALOON,2WD,,Petrol,,"1,695,000"
Sunny N16 1300EX,1295,SALOON,2WD,,Petrol, ,"1,795,000"
Sunny N16 1300 EX-S with A/C,1295,SALOON,2WD,,Petrol, ,"2,992,500"
Sunny N16 Super Saloon 1600,1600,SALOON,2WD,,Petrol, ,"1,995,000"
Skyline 2.5l,2490,SALOON,2WD,,Petrol,,"4,859,600"
Skyline 3.5l,3500,SALOON,2WD,,Petrol,,"6,507,593"
Skyline GTR ,3800,COUPE,4wd,,Petrol,,"14,924,918"
Sentra MT,1597,SALOON,2WD,,Petrol,,"4,309,332"
Sentra CVT HI SPEC,1597,SALOON,2WD,,Petrol,,"4,983,858"
Serena 2WD,1990,S/WAGON,2WD,8,Petrol,,"3,300,000"
Serena 4WD,1990,S/WAGON,4WD,8,Petrol,,"3,800,000"
Teana,2300,SALOON,2WD,,Petrol,,"3,146,000"
TERRANO ii 2.4L,2400,S/WAGON,4WD,,Petrol,,"3,880,000"
TERRANO ii 2.7L,2700,S/WAGON,4WD,,Diesel,,"4,328,183"
TIIDA 1.6 SC11 Manual,1600,SALOON,2WD,,Petrol, ,"2,700,000"
TIIDA 1.6 SC11 Automatic,1600,SALOON,2WD,,Petrol, ,"2,800,000"
TIIDA 1.8 SC11 Manual,1800,SALOON,2WD,,Petrol, ,"2,900,000"
TIIDA 1.8 SC11 Automatic,1800,SALOON,2WD,,Petrol, ,"3,037,500"
TIIDA 1.5,1500,HATCHBACK,2WD,,Petrol, ,"2,495,600"
TIIDA Latio N17,1190,SALOON,2WD,,Petrol,,"2,082,500"
TIIDA Latio 1.5,1500,SALOON,2WD,,Petrol, ,"2,625,000"
TIIDA 4WD,1500,SALOON,4WD,,Petrol, ,"2,869,000"
X-TRAIL Mpfi NT31,2000,S/WAGON,4WD,,Petrol, ,"4,800,000"
X-TRAIL DNT31,2000,S/WAGON,4WD,,Diesel, ,"5,307,273"
X-TRAIL ETI NT31,2200,S/WAGON,4WD,,Diesel, ,"5,838,000"
X-TRAIL Mpfi CVT T31,2500,S/WAGON,4WD,,Petrol,,"5,400,000"
X-TRAIL 3ROW MR20 CVT T32,2000,S/WAGON,2WD,,Petrol,,"4,550,000"
X-TRAIL 3ROW MR20 CVT T32,2000,S/WAGON,4WD,,Petrol,,"4,950,000"
X-TRAIL Mpfi CVT(NEW) NT32,2500,S/WAGON,4WD,,Petrol, ,"6,142,500"
X-TRAIL 2.0L P NT30,2000,S/WAGON,4WD,,Petrol,,"3,294,500"
X-TRAIL 2.2L D NT30,2200,S/WAGON,4WD,,Diesel,,"3,753,750"
X-TRAIL 2.5L P NT30,2500,S/WAGON,4WD,,Petrol,,"4,383,500"
X-TRAIL 2.0 LE CVT,1997,S/WAGON,4WD,,Petrol,,"5,721,926"
X-TRAIL 2.0 XE CVT,1997,S/WAGON,2WD,,Petrol,,"5,238,755"
Vanette NV200 5 SEATER,1600,VAN,2WD,5,Petrol,,"2,329,000"
Vanette NV200 7 SEATER,1600,VAN,2WD,7,Petrol,,"2,417,400"
Vanette Automatic\,1800,VAN,2WD,,Petrol,,"2,917,200"
Vanette Manual,1800,VAN,2WD,,Petrol,,"2,815,200"
Vanette Manual,1900,TRUCK,4WD,,Petrol,,"3,112,358"
Wingroad,1490,S/WAGON,2WD,,Petrol,,"2,394,000"
Wingroad,1800,S/WAGON,2WD,,Petrol,,"3,181,290"
NISSAN DIESEL/ UD,,,,,,,
,,,,,,,
CB 31 SXN 11M COWL,11670,BUS,4X2,62,Diesel,,"8,700,000"
CB 31 SXN SEMI LUX,11670,BUS,4X2,62,Diesel,,"10,905,000"
CB 31 SXN DELUXE,11670,BUS,4X2,62,Diesel,,"11,115,000"
CB 46 TURBO (SXN) SWB TURBO INTERCOOLER COWL 11M,11670,BUS,4X2,62,Diesel,,"9,000,000"
CB 46 TURBO (SXN) SWB TURBO INTERCOOLER SEMI LUX,11671,BUS,4X2,62,Diesel,,"11,205,000"
CB 46 TURBO (SXN) SWB TURBO INTERCOOLER DELUXE,11671,BUS,4X2,62,Diesel,,"11,415,000"
CB 46 TURBO (SXN) LWB TURBO INTERCOOLER COWL 12M,11671,BUS,4X2,67+1,Diesel,,"9,400,000"
CB 46 TURBO (SXN) LWB TURBO INTERCOOLER SEMI LUX,11671,BUS,4X2,67+1,Diesel,,"11,755,000"
CB 46 TURBO (SXN) LWB TURBO INTERCOOLER DELUXE,11671,BUS,4X2,67+1,Diesel,,"11,905,000"
CWB 450 PPNA (pm),12503,PM,6x4,,Diesel,55T,"9,386,786"
CWB 450 PPNA (rigid),12503,TRK,6x4,,Diesel,55T,"9,843,760"
MKB 210 COWL,6924,TRK,4X2,,Diesel, ,"6,960,000"
MKB 210 L SWB cowl chassis only,6925,BUS,4X2,,Diesel, ,"5,307,000"
MKB 210 L SWB semi luxury bus(3X2),6925,BUS,3X2,51 seats +1,Diesel,,"6,686,210"
MKB 210 L SWB deluxe bus(3x2),6925,BUS,3X2,46 seats +1,Diesel,,"6,696,210"
MKB 210 LWB long wheel base bus/cowl chassis only,6925,BUS,4X2,,Diesel,,"6,100,000"
MKB 210 LWB semi luxury bus(3x2 seating),6925,BUS,4X2,51 seats +1,Diesel,,"7,795,000"
MKB 210 LWB semi luxury bus(3x2 fabric seating),6925,BUS,3X2,51 seats +1,Diesel,,"7,850,000"
NU 41 H5 chassis cowl only,4617,BUS,4X2,,Diesel, ,"3,500,000"
NU 41 H5 semi luxury bus,4617,BUS,4X2,29 seats +1,Diesel, ,"4,464,000"
NU 41 H5 deluxe,4617,BUS,4X2,29 seats +1,Diesel, ,"4,550,000"
NU 41 H5 bus chassis cowl only,4617,BUS,4X2,,Diesel, ,"3,700,000"
NU41 H5 semi luxury bus,4617,BUS,4X2,33 seats +1,Diesel, ,"4,760,000"
NU41 H5 deluxe,4617,BUS,4X2,33 seats +1,Diesel, ,"4,820,000"
NU 41 Truck,4617,TRK,,,Diesel,7T,"4,434,260"
UD,6925,TRK,4X2,,Diesel,,"5,207,000"
PKF 210 TURBO CHASSIS ONLY,6925,BUS,4x2,56,Diesel,,"6,200,000"
PKF 210 TURBO SEMI LUX 3X2,6925,BUS,4x2,56+1,Diesel,,"7,950,000"
PKF 210 TURBO DELUXE 3X2,6925,BUS,4x2,56+1,Diesel,,"8,050,000"
PKF 210 NHRQ 4X2 TURBO,6925,TRK,4x2,,Diesel,15T,"7,192,000"
PKF 210 NHRQ 6X2 TURBO,6925,TRK,6x2,,Diesel,22T,"8,738,280"
Nissan Diesel HTNA,12503,TRK,,,Diesel,,"7,364,000"
Nissan Diesel CB31,11670,BUS,,,Diesel,,"5,949,700"
QUON ,12777,PM,6X5,,Diesel,,"12,180,000"
QUON ,12777,TRK,6X6,,Diesel,,"14,300,000"
QUON ,12777,PM,6X4,,Diesel,,"13,050,000"
QUON ,12777,TRK,6X4,,Diesel,,"12,620,388"
OPEL,,,,,,,
,,,,,,,
Corsa 1.7D,1686,PU,2WD,,Diesel,1.577T,"1,495,000"
Corsa 140i,1389,PU,2WD,,Petrol,1.58T,"1,250,000"
Astra CDE saloon,1600,SALOON,2WD,,Petrol,,"2,434,000"
Opel Kadette/Zafira Club,1600,SALOON,2WD,,Petrol,,"2,434,000"
VECTRA,2100,SALOON,2WD,,Petrol,,"3,810,499"
PEUGEOT,,,,,,,
,,,,,,,
202GL,1124,SALOON,2WD,,Petrol,,"1,343,015"
206.00,1400,HATCHBACK,2WD,,Petrol,,"1,625,000"
207.00,1400,HATCHBACK,2WD,,Petrol, ,"1,625,000"
305 GR,1472,SALOON,2WD,,Petrol, ,"1,700,000"
306,1360,SALOON,2WD,,Petrol, ,"1,791,800"
307 Estate,1587,S/WAGON,2WD,,Petrol, ,"2,200,000"
307 XR 1.6,1594,SALOON,2WD,,Petrol,,"2,100,000"
307 XT 1.6 Sal,1594,SALOON,2WD,,Petrol,,"2,250,000"
307 XT Auto,1594,SALOON,2WD,,Petrol, ,"2,600,000"
405GR,1580,SALOON,2WD,,Petrol, ,"2,100,000"
406 SR,1761,SALOON,2WD,,Petrol, ,"2,675,000"
406 SR Estate,1761,S/WAGON,2WD,,Petrol, ,"2,850,000"
406 ST 2.0,1997,SALOON,2WD,,Petrol, ,"3,200,000"
407 ST 1.8,1761,SALOON,2WD,,Petrol,,"2,825,000"
407 CF 2.0E,2000,SALOON,2WD,,Petrol,,"3,650,000"
407 sp 2.0 hdi AUTO,2000,SALOON,2WD,,Petrol,,"4,750,000"
407 sp 2.0 hdi ,2000,SALOON,2WD,,Petrol,,"4,400,000"
407 sp 2.0 hdi auto,2000,SALOON,2WD,,Petrol,,"4,750,000"
407 V6 GH,3000,SALOON,2WD,,Petrol,,"5,390,550"
