MAKE,Model,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i manual,2497,SALOON,2WD,,Petrol,,"6,098,714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i auto,2500,SALOON,2WD,,Petrol,,"6,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i N52 DW11 DW32,2500,SALOON,2WD,,Petrol,,"7,214,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i N52 KE31 KE32,2500,SALOON,2WD,,Petrol,,"6,098,714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i N52 PH11 PH12,2500,SALOON,2WD,,Petrol,,"5,431,816",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,325i N53 CONVERTIBLE,3000,SALOON,2WD,,Petrol,,"8,178,626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330i  N52 DX31 DX32,2967,SALOON,2WD,,Petrol,,"7,983,593",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330i  N52 KG31 KG32,2967,SALOON,2WD,,Petrol,,"6,829,430",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330i  N52 PM31 PM32,2967,SALOON,2WD,,Petrol,,"6,104,987",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330d,2967,SALOON,2WD,,Diesel,,"6,924,559",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330d N57 KK71 KK72,2967,SALOON,2WD,,Diesel,,"7,723,798",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,330 ci Convertible,2970,Coupe,2WD,,Petrol,,"6,514,661",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,335i N55 DX71 DX72,3500,SALOON,2WD,,Petrol,,"9,001,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,335i N54 KG71 KG72,3500,SALOON,2WD,,Petrol,,"7,968,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,335i N54 PM51 PM52,3500,SALOON,2WD,,Petrol,,"7,121,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M3 E90,3000,SALOON,2WD,,Petrol,,"9,110,884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,520i N20 XG11 XG12,2000,SALOON,2WD,,Petrol,,"6,233,766",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,520D N47 FW11/12,2000,SALOON,2WD,,Diesel,,"6,437,191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,520D N47 XA31/32,2000,SALOON,2WD,,Diesel,,"6,910,682",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,520i F10,2000,SALOON,2WD,,Petrol,,"8,793,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,523i,2300,SALOON,2WD,,Petrol,,"6,524,573",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,525i manual,2497,SALOON,2WD,,Petrol,,"7,350,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,525i auto,2498,SALOON,2WD,,Petrol,,"7,650,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,525d N47 XA11,2498,SALOON,2WD,,Diesel,,"7,713,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,528i N20 XG31 XG32,2800,SALOON,2WD,,Petrol,,"7,020,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,528d N20 XG31 XG32,2800,SALOON,2WD,,Diesel,,"8,373,952",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,530i N52 FR11/12,3000,SALOON,2WD,,Petrol,,"7,020,377",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,530d N57 XA51/52,3000,SALOON,2WD,,Petrol,,"7,665,363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,530d N57 FV31,3000,SALOON,2WD,,Petrol,,"8,471,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,535i N55 FR71 FR72,3500,SALOON,2WD,,Petrol,,"8,529,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,535i Xdrive N55 FU71,3500,SALOON,2WD,,Petrol,,"9,412,075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,535i F07 GT N55 SN21/22,3500,SALOON,2WD,,Petrol,,"9,560,937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,535d N57 SN81/82,3500,SALOON,2WD,,Petrol,,"10,214,632",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,535d N57 SN61/62,3500,SALOON,2WD,,Petrol,,"9,323,808",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,550i N63 FR91 FR92,5000,SALOON,2WD,,Petrol,,"11,984,118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,550i N63 SN41 SN42,5000,SALOON,2WD,,Petrol,,"12,909,759",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M5 E60,5500,SALOON,2WD,,Petrol,,"13,476,334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M5 F10,4400,SALOON,2WD,,Petrol,,"14,718,609",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,630i  E63 COU N52 EA11 EA12,2996,SALOON,2WD,,Petrol,,"11,082,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,630i  E64 CAB N52 EA11 EA12,2996,SALOON,2WD,,Petrol,,"11,082,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,640i F12 CAB N55 LW71/72 CONVERTIBLE,2996,Coupe,2WD,,Petrol,,"14,953,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,640i F13 COU N55 lw31/32 COUPE,2996,Coupe,2WD,,Petrol,,"12,811,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,640d F13 COU N57 LX71/72,2996,Coupe,2WD,,Diesel,,"14,533,347",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,640d F12 CAB N57 LZ71/72 CONVERTIBLE,2996,Coupe,2WD,,Diesel,,"16,141,260",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,650i  N63 F12 CAB LZ31/32 CONVERTIBLE,4800,Coupe,2WD,,Petrol,,"17,590,043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,650i  xDRIVE F12 CAB N63 LZ51 CONVERTIBLE,4800,Coupe,2WD,,Petrol,,"18,231,629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,650i  N63 F13 COU LX31/32,4800,Coupe,2WD,,Petrol,,"15,982,130",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,650i  Xdrive N63 F13 COU LX51,4800,Coupe,2WD,,Petrol,,"16,618,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,730i F01 LIM N52 KA21,2979,SALOON,2WD,,Petrol,,"12,186,612",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,730i F02 LIM N52 KB21 KB2,2979,SALOON,2WD,,Petrol,,"13,424,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,730d N57 F01 LIM KM21/22,3000,SALOON,2WD,,Diesel,,"12,441,844",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,730Ld N57 F02 LIM KM41 KM42,3000,SALOON,2WD,,Diesel,,"11,113,985",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,735i,3500,SALOON,2WD,,Petrol, ,"15,673,187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,740i N54 KA41 KA42,4000,SALOON,2WD,,Petrol,,"14,187,825",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,740Li N54 KB41 KB4,4000,SALOON,2WD,,Petrol,,"14,981,485",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,745ia,4400,SALOON,2WD,,Petrol,,"15,173,875",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,750i N63 F01 LIM KA81 KA82,5000,SALOON,2WD,,Petrol,,"16,018,403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,750i xDRIVE N63 KC61,5000,SALOON,2WD,,Petrol,,"16,330,484",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,750Li N63 F02 LIM KB81/82,5000,SALOON,2WD,,Petrol,,"16,734,898",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,750Li Xdrive N63 KC81,5000,SALOON,2WD,,Petrol,,"17,011,437",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,760i N74 F01 LIM KA01,6000,SALOON,2WD,,Petrol,,"25,068,793",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,760Li N74 KB01 KB02,6000,SALOON,2WD,,Petrol,,"26,962,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV SDRIVE 18i N46 VL31/32 Manual/Auto,2000,S/WAGON,2WD,,Petrol,,"4,029,204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV SDRIVE 20i N20 VL91/92 Manual,2000,S/WAGON,2WD,,Petrol,,"4,721,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV XDRIVE 20i N20 VM91/92 Manual,2000,S/WAGON,2WD,,Petrol,,"5,059,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV XDRIVE 28i N20 VM11/12 Auto,3000,S/WAGON,2WD,,Petrol,,"5,997,192",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV SDRIVE 18d N47 VN11/12 Manual,2000,S/WAGON,2WD,,Diesel,,"4,344,486",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV XDRIVE 18d N47 VP11/12 Manual,2000,S/WAGON,2WD,,Diesel,,"4,677,414",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV SDRIVE 20d N47 VN31/32 Manual,2000,S/WAGON,2WD,,Diesel,,"4,611,318",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV XDRIVE 20d N47 VP31/32 Manual,2000,S/WAGON,4WD,,Diesel,,"5,013,708",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X1 E84 SAV XDRIVE 23d N47 VP51/52 Auto,2000,S/WAGON,4WD,,Diesel,,"5,462,712",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE20i N20 WX31/32 MANUAL,2000,S/WAGON,4WD,,Petrol,,"5,693,436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE20d N47 WY31/32 MANUAL,2000,S/WAGON,4WD,,Diesel,,"5,869,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV GH-PA25,2500,S/WAGON,4WD,,Petrol,,"6,391,645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE28i N52 WX51/52 AUTO,3000,S/WAGON,4WD,,Petrol,,"6,894,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV GH-PA30,3000,S/WAGON,4WD,,Petrol,,"7,026,984",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE30d N57 WY51/52 AUTO,3000,S/WAGON,4WD,,Diesel,,"7,973,729",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE35i N55 WX71/72 AUTO,3000,S/WAGON,4WD,,Petrol,,"7,663,974",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 SAV XDRIVE35d N57 WY71/72 AUTO,3000,S/WAGON,4WD,,Diesel,,"8,580,079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 20d,2000,S/WAGON,4WD,,Diesel,,"8,793,317",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X3 F25 20i,2000,S/WAGON,4WD,,Petrol,,"8,671,187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 E70 SAV XDRIVE 30D N57 ZW41/42 Auto,3000,S/WAGON,4WD,,Diesel,,"12,172,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 E70 SAV XDRIVE 35i N55 ZV41/42 Auto,3000,S/WAGON,4WD,,Petrol,,"11,235,905",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 E70 SAV XDRIVE 5i N63 ZV81/82 Auto,4400,S/WAGON,4WD,,Petrol,,"12,675,572",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 E70 SAV M S63 GY01/02 Auto,4400,S/WAGON,4WD,,Petrol,,"18,331,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 E70 SAV XDRIVE 48i Auto,4799,S/WAGON,4WD,,Petrol,,"19,993,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 F15 30d,3000,S/WAGON,4WD,,Diesel,,"14,596,461",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X5 F15 25d,2000,S/WAGON,4WD,,Diesel,,"8,981,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6 E71 SAV XDRIVE 30d N57 FH61/62,3000,S/WAGON,4WD,,Diesel,,"13,205,036",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6 E71 SAV XDRIVE 35i N55 FG21/22,3000,S/WAGON,4WD,,Petrol,,"11,785,487",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6 E71 SAV XDRIVE 50i N63 FG81/82,4400,S/WAGON,4WD,,Petrol,,"13,094,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,X6 E71 SAV M S63 GZ01/02,4400,S/WAGON,4WD,,Petrol,,"18,691,452",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M3 S65 KG91 KG92,4799,S/WAGON,4WD,,Petrol,,"12,031,976",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M3 S65 DX91 DX92,4799,S/WAGON,4WD,,Petrol,,"13,425,776",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M3 S65 PM91 PM92,4799,S/WAGON,4WD,,Petrol,,"11,491,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M6 S85 EH91 EH92,4799,S/WAGON,4WD,,Petrol,,"20,834,714",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,M6 S85 EK91 EK92,4799,S/WAGON,4WD,,Petrol,,"22,228,920",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Z4 E89 ROA Sdrive 18i N20 LL31/32 COVERTIBLE,2300,Coupe,2WD,2DR,Petrol,,"5,631,930",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Z4 E89 ROA Sdrive 28i N20 LL51/52 CONVERTIBLE,2500,Coupe,2WD,2DR,Petrol,,"6,519,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Z4 E89 ROA Sdrive 35i N54 LM71/72 CONVERTIBLE,3000,Coupe,2WD,2DR,Petrol,,"7,031,778",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Z4 E89 ROA Sdrive 35is N54 LM11/12 CONVERTIBLE,3000,Coupe,2WD,2DR,Petrol,,"8,494,254",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,BMW Mini cooper,1596,HATCHBACK,2WD,,Petrol,,"2,950,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMW,Bmw Z3 Roadster,1895,Coupe,2WD,2,Petrol,,"4,200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
